Name,Profile_URL,Surname,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
Wagner,http://ufcstats.com/fighter-details/fb79582c410d049e,Silva,Wagnao,"6' 0""",170 lbs.,--,Orthodox,6,3,0
Rafael,http://ufcstats.com/fighter-details/a31358d90d4bb40a,Silva,Morcego,"5' 7""",135 lbs.,--,,28,6,0
Joaquim,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,13,6,0
Felipe,http://ufcstats.com/fighter-details/1b38a2b897f6209c,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0
Dayana,http://ufcstats.com/fighter-details/b19aecbfbb5508cc,Silva,,"5' 7""",135 lbs.,--,Orthodox,7,4,0
Bruno,http://ufcstats.com/fighter-details/294aa73dbf37d281,Silva,Bulldog,"5' 4""",125 lbs.,"65.0""",Orthodox,14,6,2
Bruno,http://ufcstats.com/fighter-details/12ebd7d157e91701,Silva,Blindado,"6' 0""",185 lbs.,"74.0""",Orthodox,23,12,0
Gabriel,http://ufcstats.com/fighter-details/002ca196477ce572,Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0
Jacob,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7,Silva,Lil Animal,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0
Natalia,http://ufcstats.com/fighter-details/262d32ebda89efc4,Silva,,"5' 4""",125 lbs.,"65.0""",Southpaw,18,5,1
Jansey,http://ufcstats.com/fighter-details/0d09efd31eb9fadf,Silva,Jones,"6' 2""",185 lbs.,"67.0""",Orthodox,7,2,0
Maria,http://ufcstats.com/fighter-details/4408865b4e65e374,Silva,Viuva Negra,"5' 3""",115 lbs.,"64.0""",Orthodox,8,1,0
Karine,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,Silva,Killer,"5' 5""",125 lbs.,"67.0""",Orthodox,18,5,0
Erik,http://ufcstats.com/fighter-details/21b813b919776d90,Silva,The King,"5' 9""",145 lbs.,"71.0""",Orthodox,9,3,0
Janaina,http://ufcstats.com/fighter-details/4784a5b4a452464a,Silva,Jana-Iron-Hand,"5' 1""",115 lbs.,"60.0""",Orthodox,5,1,0
Jhonata,http://ufcstats.com/fighter-details/4e33534d1e036444,Silva,,"5' 5""",125 lbs.,"66.0""",Orthodox,8,2,0
Jean,http://ufcstats.com/fighter-details/52ef95b5860fb28c,Silva,Lord,"5' 7""",145 lbs.,"69.0""",Orthodox,16,2,0
Danny,http://ufcstats.com/fighter-details/d964a59c48381cb6,Silva,El Puma,"5' 11""",145 lbs.,"70.0""",Switch,10,1,0
Douglas,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,29,6,0
Leonardo,http://ufcstats.com/fighter-details/28e088bbcaaa6366,Silva de Oliveira,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12,4,0
Marcus,http://ufcstats.com/fighter-details/f717b6002486f73f,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6,4,0
Elias,http://ufcstats.com/fighter-details/52ba464d9068d871,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0
Sim,http://ufcstats.com/fighter-details/79e2cb1e813f881b,Kai Xiong,Kobra,"5' 5""",135 lbs.,"66.0""",Orthodox,5,1,0
Jamey,http://ufcstats.com/fighter-details/f0fad0e9f3b65752,Simmons,The Afro Samurai,"5' 6""",135 lbs.,"70.0""",Orthodox,7,4,0
Ricky,http://ufcstats.com/fighter-details/5987b2458f4b5290,Simon,,"5' 6""",135 lbs.,"69.0""",Orthodox,21,6,0
Aaron,http://ufcstats.com/fighter-details/d5f820c11a121050,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,12,5,0
Wes,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,24,14,1
Marlon,http://ufcstats.com/fighter-details/9eedac48b497de5a,Sims,,--,170 lbs.,--,,3,4,0
Tony,http://ufcstats.com/fighter-details/57bad6a84230f0c9,Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0
Everett,http://ufcstats.com/fighter-details/59c6d5af765df641,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0
Lodune,http://ufcstats.com/fighter-details/265589bdd93e7ce5,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15,9,0
Rob,http://ufcstats.com/fighter-details/3b65c9dd39741bc4,Sinclair,,"5' 8""",155 lbs.,--,,13,5,0
Rory,http://ufcstats.com/fighter-details/546015aa2ad945fd,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0
Rana Rudra Pratap,http://ufcstats.com/fighter-details/254ed71756cfd18c,Singh,Ashwathama,"5' 10""",135 lbs.,"69.0""",Orthodox,11,2,0
Kiran,http://ufcstats.com/fighter-details/f985ca2370a37078,Singh,Stubborn,"5' 1""",115 lbs.,"65.0""",Orthodox,7,4,0
Elvis,http://ufcstats.com/fighter-details/817e0bdf08efce2e,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2
Mitchell,http://ufcstats.com/fighter-details/71ef1111bf829b82,Sipe,No Dice,"6' 2""",245 lbs.,--,Orthodox,4,1,0
Gian,http://ufcstats.com/fighter-details/a46fdda658fee832,Siqueira,Pitbull,"6' 1""",170 lbs.,"74.0""",Orthodox,19,5,0
Jeremia,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db,Siregar,The Teacher,"5' 2""",125 lbs.,"63.0""",Orthodox,6,3,0
AJ,http://ufcstats.com/fighter-details/fce9b4056a8ef559,Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1,2,0
Yokthai,http://ufcstats.com/fighter-details/436cdea7bdfdc016,Sithoar,,"5' 7""",143 lbs.,--,,0,1,0
Jeri,http://ufcstats.com/fighter-details/44a1dd0ef4373edc,Sitzes,,"5' 5""",125 lbs.,--,,3,1,0
Dennis,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0
Chas,http://ufcstats.com/fighter-details/4bd6b4800070b069,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,19,3,0
Matt,http://ufcstats.com/fighter-details/caced97768818230,Skelton,,"6' 3""",265 lbs.,--,Orthodox,0,1,0
Zach,http://ufcstats.com/fighter-details/c337c3c85b1871e0,Skinner,,"5' 6""",145 lbs.,--,Orthodox,10,11,0
Brian,http://ufcstats.com/fighter-details/9db861c26b63daa8,Sleeman,,"5' 8""",185 lbs.,--,,9,9,1
Joe,http://ufcstats.com/fighter-details/80e6d71e14c1d356,Slick,,"6' 0""",199 lbs.,--,Orthodox,16,5,3
Ray,http://ufcstats.com/fighter-details/a2d1d3d144fed708,Sloan,,"6' 1""",205 lbs.,--,,8,1,0
Kestutis,http://ufcstats.com/fighter-details/1979c80150f630c4,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,24,8,2
Maurice,http://ufcstats.com/fighter-details/33e33d51f289d2a1,Smith,,"6' 2""",221 lbs.,--,Orthodox,12,14,0
Patrick,http://ufcstats.com/fighter-details/46c8ec317aff28ac,Smith,,"6' 2""",225 lbs.,--,Orthodox,20,17,0
Scott,http://ufcstats.com/fighter-details/3410cf010558dc8b,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,18,11,0
Eric,http://ufcstats.com/fighter-details/9114c8ded5ccd71d,Smith,,--,--,--,Southpaw,1,1,0
Josh,http://ufcstats.com/fighter-details/f626aa1c85f8af03,Smith,,"6' 0""",155 lbs.,--,Orthodox,9,8,0
David,http://ufcstats.com/fighter-details/e955046551f8c7dd,Smith,,--,155 lbs.,--,,5,1,0
Adam,http://ufcstats.com/fighter-details/754968e325d6f60d,Smith,,--,--,--,,0,3,0
Dillon,http://ufcstats.com/fighter-details/ffee353f55e3aa2c,Smith,,"6' 0""",170 lbs.,--,,0,0,0
Trevor,http://ufcstats.com/fighter-details/f797f0c57a83353e,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0
Anthony,http://ufcstats.com/fighter-details/d4c9dcd330403612,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,38,22,0
Colton,http://ufcstats.com/fighter-details/2e25c1d983c26311,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0
Gilbert,http://ufcstats.com/fighter-details/54ed8dc6f8c31207,Smith,,"5' 9""",185 lbs.,--,Southpaw,12,6,0
Leslie,http://ufcstats.com/fighter-details/76984112f697631f,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1
Devonte,http://ufcstats.com/fighter-details/207773daeb4afa7b,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,11,4,0
Cole,http://ufcstats.com/fighter-details/56709e66f1c6008f,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0
Nate,http://ufcstats.com/fighter-details/0bbb69f69c9a2eea,Smith,The Savage,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0
Braxton,http://ufcstats.com/fighter-details/eaa9402e5a7990ad,Smith,The Beautiful Monster,"5' 11""",257 lbs.,"72.0""",Orthodox,5,2,0
Elijah,http://ufcstats.com/fighter-details/7478b7f959ba61f5,Smith,Swift,"5' 9""",135 lbs.,"71.0""",Orthodox,8,1,0
Jacobe,http://ufcstats.com/fighter-details/85497ffd934ecf7e,Smith,Cobe,"5' 10""",170 lbs.,"72.0""",Southpaw,10,0,0
Walter,http://ufcstats.com/fighter-details/625b65b45c1c6888,Smith-Cotito,,"5' 8""",135 lbs.,--,,4,5,0
Justin,http://ufcstats.com/fighter-details/c5776fa8f4bf77aa,Smitley,,--,145 lbs.,--,,10,7,1
Dmitrii,http://ufcstats.com/fighter-details/75afb06215a07341,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0
Louis,http://ufcstats.com/fighter-details/d2bc285ead803db0,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,17,9,0
Cameron,http://ufcstats.com/fighter-details/5c84f673b7bb7c15,Smotherman,The Baby-Faced Killa,"5' 9""",135 lbs.,"69.0""",Orthodox,12,5,0
Shimon,http://ufcstats.com/fighter-details/1b0491ef0f9c965e,Smotritsky,The Assassin,"6' 2""",170 lbs.,"74.0""",Orthodox,8,2,0
Richie,http://ufcstats.com/fighter-details/f75c5ca0d91b9115,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1
Devin,http://ufcstats.com/fighter-details/7684c8137b4545ba,Smyth,,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0
Denis,http://ufcstats.com/fighter-details/03b1e846b09f721d,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4,7,0
Peter,http://ufcstats.com/fighter-details/1fcfc3709fe58151,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1
Renato,http://ufcstats.com/fighter-details/d468288756ae3982,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0
Rameau Thierry,http://ufcstats.com/fighter-details/d1152823307d7e7c,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0
Alexander,http://ufcstats.com/fighter-details/f1451d605bad178e,Soldatkin,,"6' 2""",250 lbs.,"75.0""",Orthodox,14,4,0
Joe,http://ufcstats.com/fighter-details/af65aa688d13eedf,Solecki,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,6,0
Chris,http://ufcstats.com/fighter-details/324c7a749128df8d,Solomon,,"5' 11""",155 lbs.,--,,0,0,0
Joe,http://ufcstats.com/fighter-details/83b743fedde154fb,Son,,"5' 4""",236 lbs.,--,Orthodox,0,4,0
Paul,http://ufcstats.com/fighter-details/9775eabcb1be1a00,Song,,--,185 lbs.,--,,2,2,0
Song,http://ufcstats.com/fighter-details/32490e80ddab1e5a,Kenan,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,22,9,0
Song,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,Yadong,Kung Fu Kid,"5' 8""",135 lbs.,"67.0""",Orthodox,22,7,1
YoungJae,http://ufcstats.com/fighter-details/0efb0d4ebb950fcb,Song,Super Rookie,"5' 7""",145 lbs.,"70.0""",Orthodox,6,1,1
Emrah,http://ufcstats.com/fighter-details/fe759b24e344d7eb,Sonmez,Anatolian Wolf,"5' 10""",145 lbs.,"71.0""",Orthodox,14,5,0
Chael,http://ufcstats.com/fighter-details/48d1f690b763934c,Sonnen,,"6' 1""",205 lbs.,"73.0""",Southpaw,29,15,1
Cody,http://ufcstats.com/fighter-details/3324129f3745b300,Sons,,"5' 9""",205 lbs.,--,,3,7,0
Jin,http://ufcstats.com/fighter-details/7c9c6a884be167fe,Soo Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9,4,0
Benardo,http://ufcstats.com/fighter-details/b6c37948cb226e8c,Sopaj,Lion King,"5' 6""",135 lbs.,"66.0""",Orthodox,12,3,0
Emiliano,http://ufcstats.com/fighter-details/4c9b84d559822830,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16,7,0
Sean,http://ufcstats.com/fighter-details/bd5403efbaa445c0,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,14,8,0
Punahele,http://ufcstats.com/fighter-details/64facb6cc564262d,Soriano,Puna,"5' 11""",170 lbs.,"72.0""",Southpaw,11,4,0
Dmitry,http://ufcstats.com/fighter-details/85ff1b9471d35238,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11,0,0
Ben,http://ufcstats.com/fighter-details/326f94d6cfb1bf25,Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72.0""",Southpaw,7,3,0
Krzysztof,http://ufcstats.com/fighter-details/59583ff832fe9d68,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26,12,1
George,http://ufcstats.com/fighter-details/896c322f56b8be5a,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14,7,0
Greg,http://ufcstats.com/fighter-details/9c669abd35b2522f,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,9,4,0
Alex,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d,Soto,Extremo,"5' 8""",135 lbs.,--,Southpaw,8,3,1
Joe,http://ufcstats.com/fighter-details/a4e85a58fbce64b2,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18,7,0
Mario,http://ufcstats.com/fighter-details/cac3aaa66c20bee1,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7,2,0
Andre,http://ufcstats.com/fighter-details/d0e50a3d1b250708,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13,8,0
Mario,http://ufcstats.com/fighter-details/72782745eb47161a,Sousa,Coracao Valente,"6' 3""",185 lbs.,"79.0""",Orthodox,15,3,0
Manoel,http://ufcstats.com/fighter-details/5870c541798124ae,Sousa,Manumito,--,155 lbs.,--,,12,1,0
Bobby,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7,Southworth,,"6' 2""",205 lbs.,--,Orthodox,10,6,0
Jacare,http://ufcstats.com/fighter-details/7a703c565ccaa18f,Souza,,"6' 1""",185 lbs.,"72.0""",Orthodox,26,10,0
Edimilson,http://ufcstats.com/fighter-details/6c7020b859c7a3ce,Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,15,5,0
Livinha,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,14,4,0
Bruno,http://ufcstats.com/fighter-details/0e5c4e72237461bb,Souza,The Tiger,"5' 10""",145 lbs.,"70.0""",Orthodox,10,3,0
Ketlen,http://ufcstats.com/fighter-details/8bd4200561c77a62,Souza,Esquentadinha,"5' 3""",115 lbs.,"63.0""",Orthodox,15,5,0
Heraldo,http://ufcstats.com/fighter-details/22b43be04d7454d0,Souza,Savage,"5' 11""",185 lbs.,"73.0""",Orthodox,9,2,1
Charon,http://ufcstats.com/fighter-details/c278e8843b8abfec,Spain,,"5' 9""",155 lbs.,--,,14,26,0
Chris,http://ufcstats.com/fighter-details/411d012af19ecb59,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,6,3,0
Andreas,http://ufcstats.com/fighter-details/b9eb5b4ed07d1525,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,9,3,0
Ryan,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,Spann,Superman,"6' 5""",205 lbs.,"79.0""",Orthodox,22,11,0
Ron,http://ufcstats.com/fighter-details/743fd9080892501d,Sparks,The Monster,"6' 5""",265 lbs.,--,,8,3,0
Tommy,http://ufcstats.com/fighter-details/1411c630ba711b64,Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,21,7,0
Patrick,http://ufcstats.com/fighter-details/ae4650eb56ab6a11,Speight,,"6' 1""",170 lbs.,--,Orthodox,7,3,0
Sean,http://ufcstats.com/fighter-details/ab850a77a0fa487d,Spencer,Black Magic,"5' 10""",170 lbs.,"74.0""",Orthodox,12,6,0
Felicia,http://ufcstats.com/fighter-details/39d91e95949de3d9,Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,9,3,0
Sam,http://ufcstats.com/fighter-details/221b2a3070c7ce3e,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,9,5,0
Nick,http://ufcstats.com/fighter-details/7d68f3bec89e08ec,Sperling,,--,135 lbs.,--,,3,4,0
Mario,http://ufcstats.com/fighter-details/5f2197acaba7d5ef,Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13,4,0
Eric,http://ufcstats.com/fighter-details/b9664eae2ac75262,Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12,6,0
Waachiim,http://ufcstats.com/fighter-details/71caa995674203aa,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,12,13,1
Daniel,http://ufcstats.com/fighter-details/f86cb5f25d545e0e,Spitz,,"6' 7""",245 lbs.,"82.0""",Orthodox,6,3,0
Serghei,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,17,5,0
Daniel,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9,Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15,6,0
Pete,http://ufcstats.com/fighter-details/c3ea8deeba00462b,Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,25,23,0
Austin,http://ufcstats.com/fighter-details/37cc294027f55e4d,Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,12,4,0
Georges,http://ufcstats.com/fighter-details/6506c1d34da9c013,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26,2,0
Bobby,http://ufcstats.com/fighter-details/6436029b50a9c255,Stack,,"5' 9""",155 lbs.,--,Orthodox,8,3,0
Andreas,http://ufcstats.com/fighter-details/69a400af4420cd6a,Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10,4,0
Ron,http://ufcstats.com/fighter-details/6dd758d34da8d254,Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14,8,0
Cody,http://ufcstats.com/fighter-details/bf7ad5628363eec9,Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,21,8,1
Cristina,http://ufcstats.com/fighter-details/175852708cb55776,Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5,2,0
Brian,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12,6,0
Josh,http://ufcstats.com/fighter-details/30ea504870f8597b,Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4,8,0
Dion,http://ufcstats.com/fighter-details/289a57039d742bfe,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35,14,0
Lucas,http://ufcstats.com/fighter-details/93e4754d0984c82f,Stark,,--,155 lbs.,--,,1,5,0
Clifford,http://ufcstats.com/fighter-details/5abf827d62f98fee,Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13,3,0
Kalib,http://ufcstats.com/fighter-details/c8136ab8aa32c974,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17,11,1
Laureano,http://ufcstats.com/fighter-details/a12a8314adc1c1c9,Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9,5,0
Damian,http://ufcstats.com/fighter-details/42a7e90605df3c8a,Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10,6,0
Adam,http://ufcstats.com/fighter-details/16044bd8762cf794,Steele,,--,170 lbs.,--,,0,1,0
Dominique,http://ufcstats.com/fighter-details/68c11c27d4d56572,Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14,9,0
Ricky,http://ufcstats.com/fighter-details/09a6ed4ee97a5606,Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6,0,0
Kody,http://ufcstats.com/fighter-details/aebaa8cec15b083d,Steele,,"5' 9""",155 lbs.,"71.0""",Orthodox,7,1,0
Eric,http://ufcstats.com/fighter-details/377bc9dc0b2745f9,Steenberg,,--,155 lbs.,--,,5,1,0
Steve,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9,4,0
Ray,http://ufcstats.com/fighter-details/6000b5ae6c462142,Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14,7,0
Dmitri,http://ufcstats.com/fighter-details/738acab0c6934dd8,Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0,1,0
Jeremy,http://ufcstats.com/fighter-details/18968f97ad34f15c,Stephens,Lil' Heathen,"5' 9""",155 lbs.,"71.0""",Orthodox,28,20,0
Aljamain,http://ufcstats.com/fighter-details/cb696ebfb6598724,Sterling,Funk Master,"5' 7""",145 lbs.,"71.0""",Orthodox,24,5,0
Marc,http://ufcstats.com/fighter-details/310c4d4b2b32796b,Stevens,,"5' 9""",155 lbs.,--,,21,10,0
Joe,http://ufcstats.com/fighter-details/79899ecf62020f6d,Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33,16,0
Maia,http://ufcstats.com/fighter-details/2fee10d5cf86bfca,Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6,5,0
Luke,http://ufcstats.com/fighter-details/27b1a406ac171b19,Stewart,,"5' 11""",170 lbs.,--,Orthodox,6,3,0
Darren,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12,8,0
Kyle,http://ufcstats.com/fighter-details/bb61823f76361297,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11,3,0
Alex,http://ufcstats.com/fighter-details/df5a77121ba84a5d,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19,11,1
Tyler,http://ufcstats.com/fighter-details/2cf520143e76cd2e,Stinson,The Evolution,"6' 3""",170 lbs.,--,,30,10,0
Navajo,http://ufcstats.com/fighter-details/b4b496ec2197ee3e,Stirling,,"6' 4""",205 lbs.,"79.0""",Orthodox,6,0,0
Dan,http://ufcstats.com/fighter-details/cc3147b49c7d7d92,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12,5,0
Lazar,http://ufcstats.com/fighter-details/4d25497994da569c,Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12,5,0
Denis,http://ufcstats.com/fighter-details/a421465acbe59c77,Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13,3,0
Julija,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,Stoliarenko,,"5' 7""",125 lbs.,"66.0""",Orthodox,11,9,2
Dustin,http://ufcstats.com/fighter-details/71505842fb6455c3,Stoltzfus,,"6' 0""",185 lbs.,"75.0""",Orthodox,16,6,0
Niklas,http://ufcstats.com/fighter-details/62f7097c04311193,Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12,6,0
Ken,http://ufcstats.com/fighter-details/fbf0947399d14323,Stone,,"5' 8""",135 lbs.,"71.0""",Southpaw,11,4,0
Ryan,http://ufcstats.com/fighter-details/8d477c3fbe001f9d,Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8,1,0
George,http://ufcstats.com/fighter-details/61dd409cb40d1a55,Stork,,"5' 10""",185 lbs.,--,,7,9,0
Rick,http://ufcstats.com/fighter-details/5b5307450405abf0,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0
Darko,http://ufcstats.com/fighter-details/025f0b1b58fbad01,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0
Greg,http://ufcstats.com/fighter-details/91181b29be041f1c,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0
Curtis,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1
Sam,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1
Tim,http://ufcstats.com/fighter-details/e1a4568fec1fc24f,Stout,,"5' 11""",185 lbs.,--,,12,10,0
Jesse,http://ufcstats.com/fighter-details/8c39367b53eadf8a,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0
Gennaro,http://ufcstats.com/fighter-details/495add4fbede0a44,Strangis,,--,--,--,,0,1,0
Dave,http://ufcstats.com/fighter-details/980b4e712489098e,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0
Daniel,http://ufcstats.com/fighter-details/15347cd4cdf01b03,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0
Gerald,http://ufcstats.com/fighter-details/04f9fe830cf13482,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0
Sean,http://ufcstats.com/fighter-details/0d8011111be000b2,Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,29,7,0
Mark,http://ufcstats.com/fighter-details/ef1182eb28c17d4e,Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0
Hans,http://ufcstats.com/fighter-details/523f6ad11dbe9b53,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3
Stefan,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0
Josh,http://ufcstats.com/fighter-details/601cf40c09090853,Stuart,,"5' 9""",160 lbs.,--,,1,4,0
Mike,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0
Kyle,http://ufcstats.com/fighter-details/d30415ec5e8783cd,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0
Tatiana,http://ufcstats.com/fighter-details/b08012bbe542592a,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,11,1,0
Masanori,http://ufcstats.com/fighter-details/3a7513372f79c8c8,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3
Genki,http://ufcstats.com/fighter-details/99dd0147dc4ef80c,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2
