Name,Weight,Wins,Losses,Draws,Birth Date,Country,Weight Class,Age,Last Fight
Jake Hecht,170 lbs.,11,4,0,1984-02-09,United States,Welterweight,41,08/06/2012
Nick Hein,155 lbs.,14,5,0,1984-04-24,Germany,Lightweight,41,01/06/2019
Ian Heinisch,185 lbs.,14,5,0,1988-08-05,United States,Middleweight,36,24/07/2021
Marcin Held,155 lbs.,23,7,0,1992-01-18,Poland,Lightweight,33,20/08/2022
Delson Heleno,185 lbs.,29,10,0,1977-11-16,Brazil,Welterweight,47,24/02/2019
Matt Helm,155 lbs.,1,1,0,1980-10-11,United States,Welterweight,44,12/03/2016
Dan Henderson,185 lbs.,32,15,0,1970-08-24,United States,Middleweight,54,08/10/2016
Benson Henderson,170 lbs.,24,7,0,1983-11-16,United States,Welterweight,41,10/03/2023
Ron Henderson,125 lbs.,4,3,0,1986-04-28,United States,Flyweight,39,16/10/2021
Josh Hendricks,235 lbs.,19,11,0,1976-08-28,United States,Heavyweight,48,14/03/2014
Johny Hendricks,185 lbs.,18,8,0,1983-09-12,United States,Middleweight,41,09/11/2018
Cory Hendricks,205 lbs.,3,1,0,1988-05-10,United States,Light Heavyweight,36,01/04/2023
Danny Henry,145 lbs.,12,4,0,1988-07-17,Scotland,Featherweight,36,11/07/2020
Jai Herbert,155 lbs.,13,6,1,1988-05-13,England,Lightweight,36,22/03/2025
Ed Herman,205 lbs.,27,16,0,1980-10-02,United States,Light Heavyweight,44,15/04/2023
Dave Herman,242 lbs.,22,6,0,1984-10-03,United States,Heavyweight,40,16/05/2014
Jack Hermansson,185 lbs.,24,8,0,1988-06-10,Sweden,Middleweight,36,10/02/2024
Noe Hernandez,205 lbs.,5,5,0,,United States,Lightheavyweight,,08/03/2006
Joe Hernandez,265 lbs.,0,1,0,,United States,Heavyweight,,26/01/2018
Ramiro Hernandez,135 lbs.,19,9,0,1986-07-22,United States,Featherweight,38,06/05/2022
Alexander Hernandez,155 lbs.,16,8,0,1992-10-01,United States,Lightweight,32,15/03/2025
Anthony Hernandez,185 lbs.,14,2,0,1993-10-18,United States,Middleweight,31,22/02/2025
Nohelin Hernandez,135 lbs.,9,4,0,1994-03-01,United States,Bantamweight,31,28/05/2022
Paul Herrera,185 lbs.,1,1,0,1964-02-21,United States,Middleweight,61,09/11/2002
Chris Herrera,185 lbs.,3,2,1,1984-04-23,United States,Welterweight,41,21/08/2022
Geane Herrera,125 lbs.,9,3,0,1990-05-27,United States,Flyweight,34,05/11/2022
Felice Herrig,115 lbs.,14,10,0,1984-09-18,United States,Strawweight,40,22/07/2023
Heath Herring,250 lbs.,28,16,0,1978-03-02,United States,Heavyweight,47,16/04/2017
Clint Hester,205 lbs.,11,6,0,1986-11-21,United States,Light Heavyweight,38,23/04/2016
Brandon Hester,205 lbs.,3,0,0,1986-05-11,United States,Middleweight,38,19/12/2019
Jay Hieron,170 lbs.,23,7,0,1976-07-29,United States,Welterweight,48,02/02/2013
Jason High,155 lbs.,21,6,0,1981-10-12,United States,Lightweight,43,16/12/2021
Richie Hightower,170 lbs.,8,4,0,1981-11-24,United States,Lightweight,43,07/05/2010
Alex Higley,145 lbs.,4,3,0,,United States,Featherweight,,31/03/2018
Corey Hill,155 lbs.,6,9,0,1978-10-03,United States,Welterweight,46,06/02/2015
Angela Hill,115 lbs.,18,14,0,1985-01-12,United States,Strawweight,40,15/02/2025
Tyler Hill,170 lbs.,8,2,0,1991-08-10,United States,Welterweight,33,01/02/2025
Jamahal Hill,205 lbs.,12,3,0,1991-05-19,United States,Light Heavyweight,33,18/01/2025
Branden Lee Hinkle,235 lbs.,17,11,0,1973-07-29,United States,Heavyweight,51,18/05/2012
Hatsu Hioki,145 lbs.,29,10,2,1983-07-18,Japan,Featherweight,41,26/04/2025
Kuniyoshi Hironaka,168 lbs.,23,9,0,1976-06-17,Japan,Lightweight,48,05/12/2010
Mizuto Hirota,155 lbs.,18,10,2,1981-05-05,Japan,Lightweight,44,28/07/2019
Kwan Ho Kwak,135 lbs.,9,2,0,1989-06-18,South Korea,Bantamweight,35,17/06/2017
Matt Hobar,135 lbs.,9,3,0,1987-01-07,United States,Bantamweight,38,06/12/2014
Bobby Hoffman,245 lbs.,36,10,1,1966-10-28,United States,Heavyweight,58,12/08/2006
Sam Hoger,205 lbs.,10,4,0,1980-06-28,United States,Light Heavyweight,44,05/06/2010
Andrew Holbrook,155 lbs.,12,3,0,1986-02-06,United States,Lightweight,39,02/09/2017
Sean Holden,170 lbs.,5,2,0,1984-09-17,United States,Welterweight,40,30/11/2018
Chris Holdsworth,135 lbs.,6,0,0,1987-10-24,United States,Bantamweight,37,24/05/2014
Kevin Holland,170 lbs.,27,13,0,1992-11-05,United States,Middleweight,32,22/03/2025
Roger Hollett,205 lbs.,13,5,0,1978-10-08,Canada,Light Heavyweight,46,18/05/2013
Max Holloway,145 lbs.,26,8,0,1991-12-04,United States,Featherweight,33,26/10/2024
Gabrielle Holloway,145 lbs.,6,5,0,1990-04-15,United States,Featherweight,35,29/06/2024
Jeremie Holloway,170 lbs.,8,3,0,1984-09-29,United States,Middleweight,40,17/05/2024
Holly Holm,135 lbs.,15,7,0,1981-10-17,United States,Featherweight,43,13/04/2024
Rex Holman,205 lbs.,4,2,0,,United States,Light Heavyweight,,03/03/2007
Joseph Holmes,185 lbs.,8,4,0,1995-05-09,United States,Middleweight,30,06/05/2023
Kurt Holobaugh,155 lbs.,22,9,0,1986-09-08,United States,Featherweight,38,15/03/2025
Mark Holst,155 lbs.,12,6,0,1985-08-14,Canada,Welterweight,39,08/07/2016
Scott Holtzman,155 lbs.,14,6,0,1983-09-30,United States,Lightweight,41,03/12/2022
Sabah Homasi,170 lbs.,11,8,0,1988-10-19,United States,Middleweight,36,04/04/2025
Mark Hominick,145 lbs.,20,12,0,1982-07-22,Canada,Featherweight,42,17/11/2012
Barb Honchak,125 lbs.,10,4,0,1979-08-30,United States,Flyweight,45,06/07/2018
Chris Honeycutt,170 lbs.,9,1,0,1988-07-25,United States,Middleweight,36,02/11/2024
Satoshi Honma,205 lbs.,4,6,3,1968-05-19,Japan,Light Heavyweight,56,04/07/2004
Dan Hooker,155 lbs.,24,12,0,1990-02-13,New Zealand,Lightweight,35,17/08/2024
Chase Hooper,155 lbs.,16,3,1,1999-09-13,United States,Featherweight,25,12/04/2025
Darrell Horcher,155 lbs.,13,4,0,1987-07-28,United States,Lightweight,37,11/05/2024
Moti Horenstein,230 lbs.,1,6,0,1964-03-23,United States,Light Heavyweight,61,20/12/2001
Yoshinori Horie,145 lbs.,8,2,0,1995-05-10,Japan,Featherweight,29,24/02/2024
Kyoji Horiguchi,125 lbs.,19,2,0,1990-10-12,Japan,Bantamweight,34,31/12/2024
Jeremy Horn,185 lbs.,91,22,5,1975-08-25,United States,Middleweight,49,30/10/2021
Chris Horodecki,155 lbs.,21,7,1,1987-09-24,Canada,Featherweight,37,04/11/2016
Matt Horwich,185 lbs.,30,25,1,1978-02-10,United States,Middleweight,47,20/05/2017
Saeed Hosseini,265 lbs.,0,1,0,,Iran,Heavyweight,,30/05/1997
Jeff Hougland,135 lbs.,10,6,0,1978-08-02,United States,Bantamweight,46,10/11/2012
Trey Houston,185 lbs.,11,4,0,1988-06-08,United States,Welterweight,36,02/12/2016
Brian Houston,185 lbs.,4,6,0,1987-04-26,United States,Middleweight,38,21/06/2024
Harold Howard,240 lbs.,1,3,0,,Canada,Heavyweight,,14/08/1996
John Howard,170 lbs.,24,13,0,1983-03-01,United States,Welterweight,42,03/05/2024
Shane Howell,125 lbs.,13,10,0,1983-11-28,United States,Flyweight,41,19/09/2015
Carlos Huachin,135 lbs.,10,5,1,1996-06-06,Peru,Bantamweight,28,24/04/2025
Austin Hubbard,155 lbs.,17,9,0,1991-12-22,United States,Lightweight,33,29/03/2025
Alex Huddleston,254 lbs.,6,2,0,1986-08-11,United States,Heavyweight,38,27/04/2019
Roger Huerta,155 lbs.,23,9,1,1983-05-20,United States,Lightweight,41,28/09/2024
Matt Hughes,170 lbs.,45,9,0,1973-10-13,United States,Welterweight,51,24/09/2011
Mark Hughes,205 lbs.,6,2,0,1973-10-13,United States,Middleweight,51,02/08/2003
Jeff Hughes,250 lbs.,10,4,0,1988-05-17,United States,Heavyweight,36,23/10/2021
Sam Hughes,115 lbs.,10,6,0,1992-06-28,United States,Strawweight,32,15/03/2025
Harry Hunsucker,205 lbs.,7,6,0,1989-01-03,United States,Heavyweight,36,13/08/2022
Mark Hunt,265 lbs.,13,14,1,1974-03-23,New Zealand,Heavyweight,51,02/12/2018
Alex Hunter,226 lbs.,2,0,0,,United States,Heavyweight,,17/10/1997
Solomon Hutcherson,185 lbs.,11,7,0,1972-08-13,United States,Middleweight,52,21/06/2013
Al Iaquinta,155 lbs.,14,7,1,1987-04-30,United States,Lightweight,38,06/11/2021
Khadis Ibragimov,205 lbs.,8,4,0,1995-05-21,Russia,Light Heavyweight,29,19/06/2021
Minoki Ichihara,178 lbs.,0,1,0,1969-05-30,Japan,Middleweight,55,07/09/1995
Dan Ige,145 lbs.,19,9,0,1991-08-06,United States,Featherweight,33,12/04/2025
Valeri Ignatov,170 lbs.,1,2,0,,Bulgaria,Light Heavyweight,,16/11/1996
Fabiano Iha,155 lbs.,9,5,0,1970-07-28,United States,Lightweight,54,09/11/2002
Zelim Imadaev,170 lbs.,8,3,0,1995-01-25,Russia,Welterweight,30,03/10/2020
Masakazu Imanari,139 lbs.,36,16,2,1976-02-10,Japan,Bantamweight,49,24/02/2024
Nassourdine Imavov,185 lbs.,16,4,0,1995-03-01,France,Middleweight,30,01/02/2025
Brad Imes,265 lbs.,13,7,0,1978-05-06,United States,Heavyweight,47,12/09/2009
Chris Indich,170 lbs.,6,4,0,1987-04-22,Australia,Welterweight,38,18/05/2012
Guto Inocente,205 lbs.,7,4,0,1986-05-29,Brazil,Heavyweight,38,05/04/2025
Enson Inoue,210 lbs.,12,8,0,1967-04-15,Japan,Light Heavyweight,58,25/04/2010
Naoki Inoue,125 lbs.,11,1,0,1997-06-14,Japan,Bantamweight,27,29/03/2025
James Irvin,205 lbs.,17,10,0,1978-09-12,United States,Middleweight,46,29/04/2012
Eric Irvin,155 lbs.,11,4,0,1986-01-10,United States,Lightweight,39,12/03/2016
Teruto Ishihara,135 lbs.,10,7,2,1991-07-23,Japan,Bantamweight,33,28/12/2024
Satoshi Ishii,240 lbs.,15,8,1,1986-12-19,Japan,Heavyweight,38,18/08/2023
Damir Ismagulov,155 lbs.,24,3,0,1991-02-03,Russia,Lightweight,34,20/12/2024
Wallid Ismail,205 lbs.,9,3,0,1968-02-22,Brazil,Middleweight,57,31/12/2002
Leandro Issa,135 lbs.,13,6,0,1983-09-19,Brazil,Bantamweight,41,21/10/2022
Blagoy Ivanov,250 lbs.,19,6,0,1986-10-09,Bulgaria,Heavyweight,38,04/04/2024
Anthony Ivy,185 lbs.,8,4,0,1990-01-23,United States,Welterweight,35,02/08/2024
Yoislandy Izquierdo,155 lbs.,10,4,0,1984-01-09,Cuba,Lightweight,41,28/06/2019
Yves Jabouin,135 lbs.,20,11,0,1979-05-30,Canada,Bantamweight,45,23/08/2015
Kevin Jackson,199 lbs.,4,2,0,1964-11-25,United States,Light Heavyweight,60,15/05/1998
Eugene Jackson,185 lbs.,15,9,1,1969-12-31,United States,Middleweight,55,29/09/2007
Quinton Jackson,205 lbs.,37,12,0,1978-06-20,United States,Heavyweight,46,28/12/2019
Jeremy Jackson,170 lbs.,9,5,0,1982-09-19,United States,Welterweight,42,11/11/2006
Damon Jackson,155 lbs.,23,8,1,1988-08-08,United States,Featherweight,36,16/11/2024
Kenyon Jackson,185 lbs.,4,3,0,1985-10-02,United States,Welterweight,39,20/11/2015
Mike Jackson,170 lbs.,1,2,0,1985-03-22,United States,Welterweight,40,15/10/2022
Jason Jackson,170 lbs.,7,2,0,1990-10-30,Jamaica,Welterweight,34,03/04/2025
Montel Jackson,135 lbs.,15,2,0,1992-04-24,United States,Bantamweight,33,03/05/2025
Dustin Jacoby,205 lbs.,20,9,1,1988-04-04,United States,Light Heavyweight,37,14/12/2024
Justin James,155 lbs.,13,7,0,1976-11-08,United States,Lightweight,48,06/10/2007
Nate James,185 lbs.,14,8,1,1978-05-29,United States,Middleweight,46,19/09/2014
Virna Jandiroba,115 lbs.,22,3,0,1988-05-30,Brazil,Strawweight,36,12/04/2025
Ryan Janes,185 lbs.,10,3,0,1981-08-22,Canada,Middleweight,43,01/12/2017
Dave Jansen,155 lbs.,20,4,0,1979-08-21,United States,Lightweight,45,20/05/2016
Jaime Jara,205 lbs.,38,18,0,1969-02-08,United States,Middleweight,56,21/03/2015
Keith Jardine,185 lbs.,17,11,2,1975-10-31,United States,Middleweight,49,14/07/2012
Brock Jardine,170 lbs.,12,6,0,1985-07-10,United States,Welterweight,39,18/09/2015
Justin Jaynes,145 lbs.,16,8,0,1989-08-10,United States,Featherweight,35,07/03/2025
Joanna Jedrzejczyk,115 lbs.,16,5,0,1987-08-18,Poland,Strawweight,37,11/06/2022
Trent Jenkins,185 lbs.,0,4,0,,United States,Middleweight,,15/03/2007
Bubba Jenkins,145 lbs.,11,4,0,1988-02-05,United States,Featherweight,37,28/06/2024
Adrienna Jenkins,145 lbs.,19,6,0,1981-07-22,United States,Featherweight,43,28/08/2015
Steve Jennum,215 lbs.,2,3,0,1963-11-23,United States,Heavyweight,61,22/02/1997
Ryan Jensen,185 lbs.,21,8,0,1977-09-20,United States,Middleweight,47,04/04/2015
Maciej Jewtuszko,155 lbs.,12,3,0,1981-01-31,Poland,Lightweight,44,16/03/2024
Ronald Jhun,170 lbs.,24,26,2,1970-09-21,United States,Welterweight,54,02/02/2019
Gilbert Jimenez,155 lbs.,8,12,1,1985-05-11,United States,Lightweight,39,16/07/2016
Art Jimmerson,196 lbs.,0,1,0,1963-08-04,United States,Light Heavyweight,61,12/11/1993
Ryan Jimmo,205 lbs.,19,5,0,1981-11-27,Canada,Light Heavyweight,43,30/05/2015
Sung Bin Jo,145 lbs.,9,1,0,1992-07-17,South Korea,Featherweight,32,08/06/2023
Carls John De Tomas,125 lbs.,6,2,0,1996-08-28,Philippines,Bantamweight,28,21/01/2024
Phil Johns,170 lbs.,30,14,1,1969-12-31,United States,Welterweight,55,18/03/2006
Brett Johns,135 lbs.,17,2,0,1992-02-21,Wales,Bantamweight,33,28/06/2024
Miles Johns,145 lbs.,15,3,0,1994-03-30,United States,Bantamweight,31,14/12/2024
Anthony Johnson,205 lbs.,22,6,0,1984-03-06,United States,Light Heavyweight,41,07/05/2021
Damarques Johnson,170 lbs.,15,15,0,1982-06-28,United States,Welterweight,42,07/08/2015
Tony Johnson,205 lbs.,7,2,0,1983-05-02,United States,Welterweight,42,10/03/2023
Tony Johnson,205 lbs.,7,2,0,1983-05-02,United States,Welterweight,42,16/08/2024
Lavar Johnson,240 lbs.,18,10,0,1977-06-11,United States,Heavyweight,47,23/11/2024
Demetrious Johnson,125 lbs.,27,3,1,1986-08-13,United States,Bantamweight,38,05/05/2023
Michael Johnson,155 lbs.,24,19,0,1986-06-04,United States,Lightweight,38,14/12/2024
Kajan Johnson,155 lbs.,23,13,1,1984-04-21,Canada,Lightweight,41,15/09/2018
Dashon Johnson,145 lbs.,9,2,0,1988-01-25,United States,Lightweight,37,05/03/2022
Timothy Johnson,265 lbs.,12,4,0,1985-03-13,United States,Heavyweight,40,01/05/2025
Tony Johnson,265 lbs.,11,3,0,1986-02-07,United States,Heavyweight,39,10/03/2023
Tony Johnson,265 lbs.,11,3,0,1986-02-07,United States,Heavyweight,39,16/08/2024
Jordan Johnson,205 lbs.,10,0,0,1988-11-18,United States,Light Heavyweight,36,31/12/2019
Taylor Johnson,185 lbs.,5,1,0,1990-11-09,United States,Middleweight,34,08/06/2023
Brian Johnston,230 lbs.,5,5,0,1968-07-28,United States,Heavyweight,56,27/07/1997
Liana Jojua,125 lbs.,8,5,0,1995-03-22,Russia,Flyweight,30,14/12/2024
Daniel Jolly,205 lbs.,5,3,0,1984-09-03,United States,Light Heavyweight,40,05/09/2019
Paul Jones,199 lbs.,11,1,1,1963-02-10,United States,Light Heavyweight,62,25/11/2000
Jon Jones,248 lbs.,28,1,0,1987-07-19,United States,Light Heavyweight,37,16/11/2024
Nathan Jones,345 lbs.,0,1,0,,Australia,Super Heavyweight,,19/11/2022
Marcus Jones,265 lbs.,4,2,0,1973-08-15,United States,Heavyweight,51,05/12/2009
Justin Jones,185 lbs.,9,2,0,1980-02-14,United States,Light Heavyweight,45,03/11/2016
Victor Jones,145 lbs.,1,3,0,1982-08-31,United States,Featherweight,42,22/04/2017
Chris Jones,149 lbs.,10,5,0,1981-11-16,United States,Welterweight,43,02/12/2016
Roshaun Jones,135 lbs.,2,6,0,1983-05-28,United States,Bantamweight,41,05/11/2016
Jamelle Jones,205 lbs.,7,5,0,1988-01-31,United States,Light Heavyweight,37,23/09/2022
Antonio Jones,185 lbs.,6,1,0,1985-04-12,United States,Middleweight,40,23/09/2023
Trevin Jones,135 lbs.,13,10,0,1990-08-04,Guam,Bantamweight,34,10/08/2024
Mason Jones,155 lbs.,16,2,0,1995-04-26,Wales,Lightweight,30,03/05/2025
Jocelyn Jones-Lybarger,115 lbs.,6,4,0,1985-10-04,United States,Strawweight,39,15/01/2017
Kevin Jordan,245 lbs.,11,9,0,1970-12-31,United States,Heavyweight,54,24/11/2010
Joe Jordan,155 lbs.,49,14,2,1978-07-28,United States,Welterweight,46,30/11/2012
Shawn Jordan,260 lbs.,19,8,0,1984-10-21,United States,Heavyweight,40,22/06/2018
Ivan Jorge,155 lbs.,27,7,0,1980-11-07,Brazil,Lightweight,44,09/07/2016
Scott Jorgensen,135 lbs.,15,12,0,1982-09-17,United States,Bantamweight,42,21/11/2015
Jeff Joslin,170 lbs.,5,3,0,1975-04-30,Canada,Welterweight,50,13/12/2006
Krzysztof Jotko,185 lbs.,24,6,0,1989-08-19,Poland,Middleweight,35,30/12/2024
Alan Jouban,170 lbs.,17,7,0,1982-11-25,United States,Welterweight,42,06/06/2015
Charles Jourdain,135 lbs.,16,8,1,1995-11-27,Canada,Featherweight,29,02/11/2024
Jesse Juarez,170 lbs.,23,12,0,1981-05-08,United States,Welterweight,44,21/08/2016
Steve Judson,230 lbs.,0,2,0,,United States,Heavyweight,,10/03/2000
Luke Jumeau,170 lbs.,13,5,0,1988-02-12,New Zealand,Welterweight,37,05/10/2019
Chan Sung Jung,145 lbs.,17,8,0,1987-03-17,South Korea,Featherweight,38,26/08/2023
Scott Junk,265 lbs.,8,3,1,1978-12-17,United States,Heavyweight,46,25/09/2011
Myles Jury,145 lbs.,17,4,0,1988-10-31,United States,Lightweight,36,25/06/2021
Cristiane Justino,145 lbs.,21,2,0,1985-07-09,Brazil,Featherweight,39,20/03/2025
Emily Kagan,115 lbs.,3,3,0,1981-07-14,United States,Strawweight,43,10/12/2015
Oron Kahlon,135 lbs.,16,1,0,1981-01-03,Israel,Lightweight,44,15/12/2022
Sirwan Kakai,135 lbs.,12,5,0,1989-10-03,Sweden,Bantamweight,35,16/09/2016
Geza Kalman,200 lbs.,4,9,0,,Canada,Heavyweight,,23/08/2008
Shuya Kamikubo,135 lbs.,13,2,1,1993-04-12,Japan,Bantamweight,32,21/02/2025
Martin Kampmann,170 lbs.,20,7,0,1982-04-17,Denmark,Welterweight,43,28/08/2013
Masanori Kanehara,135 lbs.,26,12,5,1982-11-18,Japan,Featherweight,42,29/04/2024
Denis Kang,185 lbs.,35,16,2,1977-09-17,Canada,Middleweight,47,31/12/2012
Kyung Ho Kang,135 lbs.,19,11,0,1987-09-09,South Korea,Bantamweight,37,22/06/2024
Manel Kape,125 lbs.,21,7,0,1993-11-14,Angola,Bantamweight,31,01/03/2025
David Kaplan,155 lbs.,3,4,0,1979-11-16,United States,Lightweight,45,09/07/2010
Georgi Karakhanyan,145 lbs.,26,7,1,1985-05-29,United States,Featherweight,39,23/09/2022
Alex Karalexis,155 lbs.,10,6,0,1977-09-20,United States,Welterweight,47,10/06/2011
Impa Kasanganay,170 lbs.,9,2,0,1994-01-17,United States,Welterweight,31,18/04/2025
Nadia Kassem,125 lbs.,5,2,0,1995-11-15,Australia,Flyweight,29,05/10/2019
Yusuke Kasuya,155 lbs.,9,3,0,1989-11-16,Japan,Lightweight,35,08/03/2025
Hisaki Kato,185 lbs.,8,2,0,1982-09-17,Japan,Middleweight,42,17/11/2024
Brad Katona,135 lbs.,16,4,0,1991-12-19,Canada,Bantamweight,33,10/05/2025
Calvin Kattar,145 lbs.,23,9,0,1988-03-26,United States,Featherweight,37,15/02/2025
Sarah Kaufman,135 lbs.,18,4,0,1985-09-20,Canada,Lightweight,39,20/11/2021
Canaan Kawaihae,145 lbs.,6,2,0,1997-08-26,United States,Featherweight,27,14/03/2025
Tatsuya Kawajiri,145 lbs.,36,11,2,1978-05-08,Japan,Featherweight,47,12/10/2019
Ryo Kawamura,205 lbs.,18,9,4,1981-06-29,Japan,Middleweight,43,21/03/2022
Julie Kedzie,135 lbs.,16,13,0,1981-03-18,United States,Bantamweight,44,06/12/2013
Ryan Keenan,170 lbs.,6,2,0,1985-06-15,United States,Lightweight,39,08/05/2021
Chris Kelades,125 lbs.,9,3,0,1981-02-21,Canada,Flyweight,44,08/06/2024
Brian Kelleher,135 lbs.,24,16,0,1986-08-19,United States,Featherweight,38,20/07/2024
Tony Kelley,135 lbs.,8,3,0,1987-01-21,United States,Featherweight,38,18/06/2022
Paul Kelly,155 lbs.,14,5,0,1984-09-12,England,Welterweight,40,07/03/2020
John Kelly,170 lbs.,5,4,0,1978-08-02,United States,Middleweight,46,17/09/2011
Daniel Kelly,185 lbs.,13,4,0,1977-10-31,Australia,Middleweight,47,27/05/2018
Tim Kennedy,185 lbs.,18,6,0,1979-09-01,United States,Middleweight,45,10/12/2016
Steve Kennedy,170 lbs.,24,8,0,1983-03-07,Australia,Welterweight,42,29/11/2019
Jeremy Kennedy,145 lbs.,11,1,0,1992-09-16,Canada,Featherweight,32,03/04/2025
Casey Kenney,135 lbs.,16,4,1,1991-03-20,United States,Bantamweight,34,07/08/2021
Mark Kerr,265 lbs.,15,11,0,1968-12-21,United States,Heavyweight,56,28/08/2009
Ron Keslar,185 lbs.,11,9,0,1980-04-17,United States,Welterweight,45,19/01/2019
Rustam Khabilov,155 lbs.,24,4,0,1986-11-04,Russia,Lightweight,38,09/11/2019
Sergey Khandozhko,170 lbs.,28,6,1,1992-05-19,Russia,Welterweight,32,23/04/2022
Sergei Kharitonov,245 lbs.,26,6,0,1980-08-18,Russia,Heavyweight,44,25/05/2024
Alfred Khashakyan,135 lbs.,8,3,0,1988-07-17,United States,Bantamweight,36,25/01/2020
Pannie Kianzad,135 lbs.,17,9,0,1991-12-08,Sweden,Bantamweight,33,10/08/2024
Katsunori Kikuno,145 lbs.,24,8,2,1981-10-30,Japan,Lightweight,43,26/12/2021
Sanae Kikuta,200 lbs.,31,9,3,1971-09-10,Japan,Light Heavyweight,53,23/12/2014
Jacob Kilburn,145 lbs.,8,4,0,1995-06-28,United States,Featherweight,29,13/08/2022
Dong Hyun Kim,170 lbs.,22,4,1,1981-11-17,South Korea,Welterweight,43,17/06/2017
Ji Yeon Kim,125 lbs.,9,7,2,1989-10-18,South Korea,Flyweight,35,13/05/2023
So Yul Kim,115 lbs.,8,1,0,1997-05-25,South Korea,Strawweight,27,26/11/2022
Jeremy Kimball,205 lbs.,15,8,0,1991-03-01,United States,Light Heavyweight,34,14/09/2019
Rob Kimmons,185 lbs.,25,9,0,1981-01-30,United States,Welterweight,44,29/06/2013
Dustin Kimura,135 lbs.,11,3,0,1989-05-21,United States,Bantamweight,35,13/12/2014
Mike King,185 lbs.,5,1,0,1983-08-04,United States,Middleweight,41,19/07/2014
Kyle Kingsbury,205 lbs.,11,6,0,1982-03-22,United States,Light Heavyweight,43,26/07/2014
Kamuela Kirk,155 lbs.,12,6,0,1994-04-13,United States,Featherweight,31,08/11/2024
Justine Kish,125 lbs.,7,4,0,1988-04-13,United States,Flyweight,37,11/08/2023
Koji Kitao,350 lbs.,1,2,0,1963-08-12,Japan,Super Heavyweight,61,11/10/1997
Ludovit Klein,155 lbs.,23,4,1,1995-02-22,Slovakia,Featherweight,30,28/09/2024
Drakkar Klose,155 lbs.,15,3,1,1988-03-09,United States,Lightweight,37,14/12/2024
Kevin Knabjian,170 lbs.,12,7,1,1984-07-05,United States,Lightweight,40,31/03/2012
Jason Knight,145 lbs.,20,5,0,1992-07-14,United States,Featherweight,32,15/11/2024
William Knight,205 lbs.,11,5,0,1988-04-03,United States,Light Heavyweight,37,12/05/2023
Isao Kobayashi,145 lbs.,21,4,4,1988-10-28,Japan,Featherweight,36,17/11/2023
Erik Koch,170 lbs.,16,6,0,1988-10-04,United States,Lightweight,36,27/07/2019
Brad Kohler,220 lbs.,12,15,0,1964-05-26,United States,Heavyweight,60,08/09/2012
John Kolosci,185 lbs.,15,9,0,1974-11-26,United States,Lightweight,50,02/12/2011
Yuki Kondo,183 lbs.,60,33,9,1975-07-17,Japan,Welterweight,49,30/04/2005
Syuri Kondo,115 lbs.,6,3,0,1989-02-08,Japan,Strawweight,36,24/11/2018
Cheick Kongo,240 lbs.,27,10,2,1975-05-17,France,Heavyweight,49,06/05/2022
Roman Kopylov,185 lbs.,14,3,0,1991-05-04,Russia,Middleweight,34,11/01/2025
Andrey Koreshkov,170 lbs.,19,2,0,1990-08-23,Russia,Welterweight,34,03/04/2025
Josh Koscheck,170 lbs.,17,11,0,1977-11-30,United States,Welterweight,47,18/02/2017
Naoyuki Kotani,155 lbs.,34,14,7,1981-12-08,Japan,Lightweight,43,22/12/2024
Ilya Kotau,170 lbs.,1,2,0,,United States,Welterweight,,04/11/2016
Karolina Kowalkiewicz,115 lbs.,16,9,0,1985-10-15,Poland,Strawweight,39,09/11/2024
Steve Kozola,155 lbs.,8,0,0,1989-12-17,United States,Lightweight,35,30/08/2019
Derrick Krantz,170 lbs.,22,12,0,1988-01-13,United States,Welterweight,37,29/10/2021
James Krause,170 lbs.,28,9,0,1986-06-04,United States,Welterweight,38,17/10/2020
Pascal Krauss,170 lbs.,11,2,0,1987-04-19,Germany,Welterweight,38,31/08/2013
Nikita Krylov,205 lbs.,30,10,0,1992-03-07,Ukraine,Light Heavyweight,33,12/04/2025
